"","program","programska_klasifikacija","funkcija","ekonomska_klasifikacija","budzet","sopstveni_izvori","ostali_izvori","grad"
"1075","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ЗАЛИХЕ РОБРЕ ЗА ДАЉУ ПРОДАЈУ",0,-6e+05,0,"Nis"
"1076","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0002","Услуге културе","СТАЛНИ ТРОШКОВИ",-5365000,-2070000,0,"Nis"
"1077","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0002","Услуге културе","ТРОШКОВИ ПУТОВАЊА",-4770000,-3001000,0,"Nis"
"1078","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0002","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-40967000,-6416000,0,"Nis"
"1079","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0002","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-48154000,-6961000,0,"Nis"
"1080","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0002","Услуге културе","МАТЕРИЈАЛ",-8534000,-1670000,0,"Nis"
"1081","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0002","Услуге културе","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-121000,-261000,0,"Nis"
"1082","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0002","Услуге културе","НЕМАТЕРИЈАЛНА ИМОВИНА",-2520000,-10000,0,"Nis"
"1083","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","СТАЛНИ ТРОШКОВИ",-90000,-61000,0,"Nis"
"1084","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","СТАЛНИ ТРОШКОВИ",0,0,-95000,"Nis"
"1085","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","ТРОШКОВИ ПУТОВАЊА",-140000,-593000,0,"Nis"
"1086","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","ТРОШКОВИ ПУТОВАЊА",0,0,-407000,"Nis"
"1087","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-1035000,-1500000,0,"Nis"
"1088","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","УСЛУГЕ ПО УГОВОРУ",0,0,-493000,"Nis"
"1089","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-573000,-9079000,0,"Nis"
"1090","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",0,0,-6660000,"Nis"
"1091","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","МАТЕРИЈАЛ",-331000,-409000,0,"Nis"
"1092","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","МАТЕРИЈАЛ",0,0,-463000,"Nis"
"1093","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0003","Услуге културе","НЕМАТЕРИЈАЛНА ИМОВИНА",-103000,-4e+05,0,"Nis"
"1094","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-П132","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-9550000,-3e+05,0,"Nis"
"1095","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-П132","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-7950000,-1e+05,0,"Nis"
"1096","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-П132","Услуге културе","МАТЕРИЈАЛ",0,-1e+05,0,"Nis"
"1097","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-П132","Услуге културе","МАШИНЕ И ОПРЕМА",-1500000,0,0,"Nis"
"1098","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-56518000,-32032000,0,"Nis"
"1099","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-10746000,-10185000,0,"Nis"
"1100","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","НАКНАДЕ У НАТУРИ",0,-1300000,0,"Nis"
"1101","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-1800000,-6400000,0,"Nis"
"1102","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",0,-3047000,0,"Nis"
"1103","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",0,-4e+05,0,"Nis"
"1104","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","СТАЛНИ ТРОШКОВИ",-94250000,-4170000,0,"Nis"
"1105","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","ТРОШКОВИ ПУТОВАЊА",0,-885000,0,"Nis"
"1106","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","УСЛУГЕ ПО УГОВОРУ",-1e+06,-10180000,0,"Nis"
"1107","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-16130000,-1030000,0,"Nis"
"1108","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-5020000,-6e+06,0,"Nis"
"1109","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","МАТЕРИЈАЛ",-8295000,-7026000,0,"Nis"
"1110","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-2e+05,-32000,0,"Nis"
"1111","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",0,-1396000,0,"Nis"
"1112","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-415000,-2100000,0,"Nis"
"1113","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-5e+06,0,0,"Nis"
"1114","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","МАШИНЕ И ОПРЕМА",-3037000,-6120000,0,"Nis"
"1115","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","НЕМАТЕРИЈАЛНА ИМОВИНА",-6e+05,-850000,0,"Nis"
"1116","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","1301-0004","Услуге рекреације и спорта","ЗАЛИХЕ РОБРЕ ЗА ДАЉУ ПРОДАЈУ",0,-3e+06,0,"Nis"
"1117","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-7240000,-4708000,0,"Nis"
"1118","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-1245000,-808000,0,"Nis"
"1119","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","НАКНАДЕ У НАТУРИ",-224000,-3e+05,0,"Nis"
"1120","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-550000,-4e+05,0,"Nis"
"1121","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-104000,-1e+05,0,"Nis"
"1122","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-405000,0,0,"Nis"
"1123","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","СТАЛНИ ТРОШКОВИ",-3868000,-1800000,0,"Nis"
"1124","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","ТРОШКОВИ ПУТОВАЊА",0,-6e+05,0,"Nis"
"1125","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","УСЛУГЕ ПО УГОВОРУ",-452000,-4800000,0,"Nis"
"1126","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",0,-50000,0,"Nis"
"1127","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-1462000,-6e+05,0,"Nis"
"1128","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","МАТЕРИЈАЛ",-350000,-5950000,0,"Nis"
"1129","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-40000,-278000,0,"Nis"
"1130","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",0,-6e+05,0,"Nis"
"1131","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Образовање некласификовано на другом месту","МАШИНЕ И ОПРЕМА",-3e+05,-660000,0,"Nis"
"1132","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-16350000,0,0,"Nis"
"1133","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-2565000,0,0,"Nis"
"1134","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","НАКНАДЕ У НАТУРИ",-330000,0,0,"Nis"
"1135","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-3764000,0,0,"Nis"
"1136","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-411000,0,0,"Nis"
"1137","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-331000,0,0,"Nis"
"1138","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","СТАЛНИ ТРОШКОВИ",-26000,0,0,"Nis"
"1139","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","ТРОШКОВИ ПУТОВАЊА",-185000,0,0,"Nis"
"1140","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","УСЛУГЕ ПО УГОВОРУ",-1185000,0,0,"Nis"
"1141","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-303000,0,0,"Nis"
"1142","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-51000,0,0,"Nis"
"1143","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","МАТЕРИЈАЛ",-1e+05,0,0,"Nis"
"1144","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-110000,0,0,"Nis"
"1145","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0004","Судови","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-1463000,0,0,"Nis"
"1146","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-23900000,0,0,"Nis"
"1147","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-4e+06,0,0,"Nis"
"1148","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАКНАДЕ У НАТУРИ",-468000,0,0,"Nis"
"1149","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-1599000,0,0,"Nis"
"1150","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-319000,0,0,"Nis"
"1151","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-230000,0,0,"Nis"
"1152","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","СТАЛНИ ТРОШКОВИ",-1000,0,0,"Nis"
"1153","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ТРОШКОВИ ПУТОВАЊА",-4e+05,0,0,"Nis"
"1154","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","УСЛУГЕ ПО УГОВОРУ",-1878000,0,0,"Nis"
"1155","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-2e+05,0,0,"Nis"
"1156","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-2.2e+07,0,0,"Nis"
"1157","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-4e+06,0,0,"Nis"
"1158","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАКНАДЕ У НАТУРИ",-80000,0,0,"Nis"
"1159","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-2650000,0,0,"Nis"
"1160","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-320000,0,0,"Nis"
"1161","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-160000,0,0,"Nis"
"1162","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ТРОШКОВИ ПУТОВАЊА",-2700000,0,0,"Nis"
"1163","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","УСЛУГЕ ПО УГОВОРУ",-6700000,0,0,"Nis"
"1164","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-144000,0,0,"Nis"
"1165","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-1.6e+07,0,0,"Nis"
"1166","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-2750000,0,0,"Nis"
"1167","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАКНАДЕ У НАТУРИ",-1e+05,0,0,"Nis"
"1168","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-1e+06,0,0,"Nis"
"1169","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-320000,0,0,"Nis"
"1170","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-350000,0,0,"Nis"
"1171","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ТРОШКОВИ ПУТОВАЊА",-5e+05,0,0,"Nis"
"1172","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","УСЛУГЕ ПО УГОВОРУ",-1e+06,0,0,"Nis"
"1173","ПОЛИТИЧКИ СИСТЕМ ЛОКАЛНЕ САМОУПРА ВЕ","2101-0003","Опште услуге","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-110000,0,0,"Nis"
"1174","КОМУНАЛНЕ ДЕЛАТНОСТИ","1102-П101","Развој заједнице","ТРАНСФЕРИ ОСТАЛИМ НИВОИМА ВЛАСТИ",-2.4e+07,0,0,"Nis"
"1175","КОМУНАЛНЕ ДЕЛАТНОСТИ","1102-П101","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-1e+06,0,0,"Nis"
